标题	年份	类型	国家	时长	评分	人数	概括	链接
舌尖上的中国	2012	纪录片	中国大陆	-9999	9.2	85869	　　分集介绍　　《舌尖上的中国》为中央电视台重点项目，共七集。主题围绕中国人对美食和生活的美好追求，用具体人物故事串联起中国各地美食生态。　　第一集：自然的馈 赠　　作为一个美食家，食物的美妙味感固然值得玩味，但是食物是从哪里来的？毫无疑问，我们从大自然中获得所有的食物，在我们走进厨房，走向餐桌之前，先让我们回归自然，看看她给我们的最初的馈赠。　　本集将选取生活在中国境内截然不同的地理环境(如海洋、草原，山林，盆地，湖泊)中的具有代表性的个人、家庭和群落为故事主角，以及由于自然环境的巨大差异(如干旱，潮湿，酷热，严寒)所带来的截然不同的饮食习惯和生活方式为故事背景，展现大自然是以怎样不同的方式赋予中国人食物，我们又是如何与自然和谐相处，从而了解在世代相传的传统生活方式中，通过各种不同的途径获取食物的故事。　　第二集：主食的故事　　主食是餐桌上的主要食物，是人们所需能...	http://movie.douban.com/subject/10606004/	
电影剪接的魔力 The Cutting Edge: The Magic of Movie Editing	2004	纪录片	美国 / 日本 / 英国		8.9	2628	　　《剪辑》，这是一个学习电影电视剪辑的好教材。首先，这个节目的题目叫“剪辑”而不是蒙太奇。这在西方是非常明确的。美英“editor”，法国，意大利用“montaz”. 剪辑是遵守前电影空间的，它有一个主镜头。蒙太奇是把拍摄下来的镜头当素材，然后在剪辑台上形成一个现实中没有的电影的时空。好莱坞这个概念在中国有许多希奇古怪的神话。这个节目全部由好莱坞的剪辑师和导演的观念组成的。　　这里讲的是影片制作的真功夫，不是教你怎样炒做，怎样编造。最简单不过的道理，一部影片的票房价值不是依靠撒谎，吹牛，唬，咋。它靠的是真功夫。好莱坞的影片质量就是建立在这些基本功的基础上的。你们可以注意到，他们是强调剧本还是剪辑，你们也可以看到，他们对演员是怎么看待的。	http://movie.douban.com/subject/1778624/	
像我这样的小可爱 Petits d&#39;homme	2007	纪录片	法国	-9999	9.3	1421	　　本节目跟踪拍摄了阿加特、安娜、玛艾、亚历克西和马克桑斯五个可爱的宝宝，纪录了他们从诞生到哑哑学语的生长过程以及成长故事。（人物 2011年 第158期）　　De leur naissance à leur deuxième anniversaire, la caméra de Petits d’homme a suivi Agathe, Anna, Alexis, Maxence et Maé. Nous les observons découvrir le monde, les êtres qui les entourent ; c'est une succession permanente de progrès fabuleux durant lesquels ils expriment des sentiments, prennent des r...	http://movie.douban.com/subject/10472749/	
恐龙行星 第一季 Planet Dinosaur Season 1	2011	纪录片	英国	-9999	8.8	748	　　An astonishing six-part series that brings to life the most incredible creatures that ever existed. From Spinosaurus, the biggest killer to ever walk the Earth, to the immense sea-monster Predator X, and the deadly cannibalistic Majunasaurus - dinosaurs were more monstrous, more horrific and bizarre than ever before imagined. Combining a 3D graphic world, incredible CGI and stu...	http://movie.douban.com/subject/6849028/	
黑猩猩 Chimpanzee	2012	纪录片	美国 / 坦桑尼亚	78	8.8	1793	　　在非洲腹地一面广袤的森林里，小黑猩猩奥斯卡诞生于此。它终日围在妈妈伊莎身旁，不离寸步，学习各种各样的生存技能，生活充满了无限乐趣。然而对于他们这一群体的领袖弗雷迪来说，时时刻刻都不容有半分松懈。他每天都要为族群的食物而绞尽脑汁，更要时刻提防对手的入侵。弗雷迪所在的领地有一片坚果园，在食物匮乏的季节里，坚果园成为所有小动物的天堂，当然也不可避免变成一个战争多发地。比邻弗雷迪领地的，是阴郁狡猾的伤疤所率领的黑猩猩族群。伤疤一族孔武有力，野心勃勃，时刻蓄谋抢占坚果园，只可惜时机未到。　　在一个狂风暴雨的夜里，伤疤向弗雷迪发起奇袭，可怜的小奥斯卡将面对出生以来和母亲的首次分别……	http://movie.douban.com/subject/3054147/	
美丽天堂 Promises	2001	纪录片	美国		8.7	135	　　Promises is a 2001 Academy Award-nominated and Emmy-winning documentary film that looks at the Israeli-Palestinian conflict from the perspectives of seven children living in the Palestinian communities in the West Bank and Israeli neighborhoods of Jerusalem.　　The film follows the journey of Israeli-American filmmaker B.Z. Goldberg as he meets with seven Palestinian and Israeli c...	http://movie.douban.com/subject/1305383/	
基吉星团与火星蜘蛛 Ziggy Stardust and the Spiders from Mars	1973	纪录片/音乐/传记	英国	90	9.3	363	　　The July 3rd, 1973 historic concert of the 'leper Messiah'. This was to be David Bowie's last concert with the the Ziggy persona and the Spiders from Mars. A great medley of 'Wild Eyed Boy From Freecloud'/'All The Young Dudes'/'Oh! You Pretty Things', a Lou Reed cover, and a Rolling Stones cover are but some of the highlights.　　　　Songs performed:　　1) Hang on to yourself　　2) Zig...	http://movie.douban.com/subject/1294074/	
日本列岛 动物物语 日本列島 いきものたちの物語	2012	纪录片	日本	95	8.7	1734	　　由6800多个岛屿组成的日本列岛，总计9万余种的动物生存于此。从南到北，由西向东，无论环境友好或是严苛，可爱的动物们慷慨地接受大自然的赠予，也勇敢地承受一切严酷的考验。屋久岛和下北半岛的森林中，猕猴们快乐地度过每一天，同时他们难以割舍的母子之情经历着暴风与严寒的洗礼；知床半岛的森林中，棕熊兄弟玩耍打闹，学习着生存的技能；北海道钏路湿原，北狐妈妈在孩子刚刚长大便将它们赶走，迫使孩子们在有限的生命内经历大自然的考验；北海的襟裳岬，小海豹刚出生不久便险些与妈妈失散，这似乎注定了它多舛的命运；南海海底，丰富多样的海洋生物自由穿梭，俨然一个快乐当然也充满凶险的海底乐园。	http://movie.douban.com/subject/6791675/	
时间的风景 TimeScapes	2012	纪录片	新西兰	52	8.7	9671	　　《时间的风景》是备受赞誉的摄像师和导演，汤姆·劳的首部影片。影片采用慢镜头与定时拍摄的摄影技术，向我们展示了美国西南部陆地、人文以及野外令人惊叹的瑰丽景色。为拍摄本影片，劳开着他的丰田敞篷小卡车奔走于美国西南部，历时两年。　　《时间的风景》的拍摄、剪辑和色彩分级均采用4K 分辨率（4096×2304像素），是世界上首部面向公众发售的4K电影。	http://movie.douban.com/subject/10793719/	
虞美人盛开的山坡·父与子300天的战争 ふたり／コクリコ坂・父と子の300日戦争~宮崎駿×宮崎吾朗~	2011	纪录片	日本	75	8.6	4060	　　在父亲宫崎骏庞大成功压力之下，宫崎吾朗毅然走上导演之路，却并非一帆风顺，《地海传奇》遭遇失败，却也为冷战父子打开心结。因此在吉卜力工作室资深制作人铃木敏夫协调之下，得以让宫崎骏执笔剧本，宫崎吾朗再度执导筒，共同完成《虞美人盛开的山坡》。日本电视台NHK跟踪记录下拍摄《虞美人盛开的山坡》期间的父子工作状况——老爷子始终嘴硬“谁关心那种事”，吾朗完全不敢让父亲看到分镜头脚本，却还是听从父亲建议，暗自改掉女主角性格设定……父亲的倔强和儿子的努力，最真实的一幕幕记录下两代动画人的心血和情感。	http://movie.douban.com/subject/6788351/	
独立游戏大电影 Indie Game: The Movie	2012	纪录片	加拿大	94	9.1	3672	　　Indie Game: The Movie 独立游戏大电影 是一部关于独立游戏的纪录片，讲述独立游戏过往的精彩故事。　　关于该电影：　　随着二十一世纪的到来，新的一类独立艺术家诞生了：独立游戏开发者。他们有独立的构思，特别的设计以及个性鲜明的游戏。当然，他们也希望获得成功。　　影片中，设计师 Edmund McMillen 和程序员 Tommy Refenes 经过两年的努力，等待着他们第一款XBOX的游戏 Super Meat Boy “超级肉食男孩” 的发布。游戏讲述的是一个绷带男孩寻找女友的故事。　　而在一个名为 PAX 的视频游戏展中，开发者 Phil Fish 则推出了众人翘首以盼的画了四年制作的游戏 FEZ “费兹”。　　Jonathan Blow 则在考虑继 Braid “时空幻境” 之后的新游戏。而时空幻境曾一度是历史上平均最高的游戏之一。　　L...	http://movie.douban.com/subject/7015793/	
归途列车	2009	剧情/纪录片	加拿大 / 中国大陆 / 英国	87	8.4	7060	　　本片获得《青年电影手册》2011年年度纪录片大奖。　　本片获得阿姆斯特丹国际纪录片电影节的VPRO IDFA奖。　　1990年，家住四川广安区回龙村的张昌华（张昌华 饰）和陈素琴（陈素琴 饰）两夫妻为了能让家里过上更好的日子，也为了让张琴（张琴 饰）和张阳（张阳 饰）姐弟能接受良好的教育，有朝一日可以摆脱像他们一样在农村的艰苦生活，毅然离开一对幼年的双子女去广州打工。他们辛苦的赚钱往家里寄钱，几年才能回去和家人团聚一次过一个年。平时只能姥姥生活的姐弟对他们早已产生了生疏感和冷漠。但女人张琴像很多这个年纪的叛逆少年一样，不听劝告毅然退学，重蹈了父母的覆辙，从村里离家去广东打工……	http://movie.douban.com/subject/4102971/	
克里琴科 Klitschko	2011	纪录片/传记/运动	德国	118	8.3	1179	　　本片荣获2011年塞巴斯蒂安国际电影节最佳纪录片提名。　　影片从两位拳击传奇巨星兄弟在乌克兰社会主义时代的童年艰难生活开始，直到他们成为国际拳坛巨星，展现了他们的努力及相互的冲突，着重刻划了兄弟情，以及他们的故事激励了一代体育迷。	http://movie.douban.com/subject/6536266/	
TT3D:触摸极限 TT3D: Closer to the Edge	2011	纪录片/运动	英国	104	8.3	1216	　　欧洲的低调纪录片《TT3D：触摸极限》讲述极速摩托车界的真实故事，以主观视角拍摄的亡命赛事－－英国曼岛TT摩托车大赛，任何形式关于世界赛车运动影像的巅峰之作！观众观看时都要戴上专制的赛车头盔（配套3D眼镜），且至少看两遍以上，头一遍可感受亲自作为赛车手的彪速刺激，第二遍领略沿途的美丽风光。　　曼岛赛是世界三大TT赛中唯一没有奖金的，也是历史最悠久与最危险的（平均一年死一人），绝对是勇敢者的游戏。同时又是机车赛最长的封闭赛道，也是风景最优美的。有许多个人身份与小品牌厂商参赛，偶而也会有老车游行。　　人岛TT The Isle of Man TT　　人岛位於英格兰和爱尔兰之间的小岛，人岛TT赛在每年6月份在这岛上举行。比赛的赛道是围绕岛外围的公路，全长60公里，弯位有200个以上，是全世界最长的赛道。赛道穿过市街地、山路等，十分多元化。由於比赛的时间十分长，参...	http://movie.douban.com/subject/6041122/	
飞翔的艺术 The Art of Flight	2011	纪录片	美国	80	8.7	3047	　　本部纪录片是一部关于极限运动滑雪的影片。经过两年的摄制，《飞翔的艺术》将为您呈现一出标新立异的“雪山飞魂”。　　滑雪高手特拉维斯和他的朋友们正在改写和重新定义所谓不可能滑雪的地方。这群不要命的疯子，在世界各地的地方进行着滑雪运动，从阿拉斯加到南美安第斯山脉，从莽莽高山之中到皑皑白雪之上。他们正在尝试体验下一次极限的超越，试图挖掘出未曾踏足的任何一处角落。在影片中，你或许会为触目惊心的一幕而心跳加速，又或许被毕生难忘的冰雪王国所震撼不已。滑雪运动，这的确是一项勇敢者的游戏，当然也是一次有关飞翔的艺术。	http://movie.douban.com/subject/6873875/	
乐与怒多面客 The Other F Word	2011	剧情/喜剧/纪录片/音乐/家庭	美国	98	8.6	715	　　一众往昔的朋克，滑板传奇人物，在如今迈向中年后的新生活展现。片名点题入神，曾经作为摇滚明星的FXXK式生活与态度，而现今的身份又是FATHER，同时还有自己的FAMILY。	http://movie.douban.com/subject/6528293/	
尼姆计划 Project Nim	2011	纪录片	英国	93	8.3	715	　　时间是1970年，故事的主角是一只和人类拥有着百分之九十八以上相同基因的黑猩猩，科学家们亲切地称它为尼姆。刚刚出生，尼姆就和母亲分开了，因为他已经成为了一个有趣实验中的重要角色。　　之后，尼姆被送入了一个位于曼哈顿的富有家庭之中，在那里，尼姆被善良的“父母”当做人类小孩一般抚养和教育，很快，聪明的尼姆就学会了手语，亦懂得了如何表达自己的愿望和需求。然而，此时问题开始显现，因为尼姆的行为举止已经和人类过于相像了，它开始有了自我意识，甚至觉得自己就是人类的一份子，对于尼姆这样一个即非“人类”，又非“黑猩猩”的“生物”，它会有着怎样的未来呢？	http://movie.douban.com/subject/5385739/	
黑暗之心 Hearts of Darkness: A Filmmaker&#39;s Apocalypse	1991	纪录片	美国	96	8.6	306	　　假如你喜欢导演弗兰西斯·科波拉，并且看过他执导的《现代启示录》，那么这部拍摄《现》片制作内幕的纪录片就不应该错过了。本片忠实纪录《现》片整个多灾多难的摄制过程，并深入科波拉当时的幽暗精神状态，令人了解到他仿佛就是片中马龙．白兰度饰演的寇兹上校 那么执迷不悟。想了解电影导演是什么回事？本片是一个很好的参考资料。	http://movie.douban.com/subject/1296581/	
中国之抗战 The Battle of China	1944	纪录片/战争	美国	65	8.9	780	　　This is one of seven major propaganda films made by the Department Of Defense during World War II, and it's directed by Frank Capra.　　In this installment of the &quot;Why We Fight&quot; propaganda series, we learn about the country of China and its people. With a brief history of the country, we also learn of why the Japanese wanted to conquer it and felt confident about succeeding. Final...	http://movie.douban.com/subject/1428230/	
红在革命蔓延时 Le fond de l&#39;air est rouge	1977	纪录片	法国	240	9.0	204	　　紅在革命蔓延時》（直译为《没有猫的笑容》，A Grin Without a Cat）是基斯．馬爾卡的史詩作品，由1967年開始(馬爾克認為那是真正的轉捩點），以六、七十年代的環球戰火為主題，探討從國際視野探討舉足輕重的十年間政治起落變遷。包括越南、波利維亞、五月風暴、布拉格、智利，還有新左翼的命運。1978年在法國公映，十五年後由馬爾克修復「再面世」。電影分為兩部份，各由兩條支線交織而成：第一部份：《柔弱的手》1. 由越南到古哲華拉之死。2. 1968 年的五月風暴的種種。第二部份：《斷掌》1. 由布拉格之春到法國政府的共同綱領。2. 由智利到　　到哪？　　简介：对比了奥林匹克运动的欢呼和西方青年的摇滚文化、布拉格在改革前夕的和平理想游行，以及20世纪70年代以来各种妇女解放，一部青年改革社会的乌托邦回顾史。　　以个人化的视点表现了1967年至1977年...	http://movie.douban.com/subject/1760205/	
日本国古屋敷村 ニッポン国 古屋敷村	1982	纪录片	日本	-9999	9.1	156	　　很久以前，有人勇敢地进入了寒冷得辣椒都不会变红的山中，开拓了一个村庄，这就是古屋敷村。在明治时代中叶，他们早早开始了养蚕，并使之兴隆。山上，白云缭绕中矗立着一个接一个的炭窑。可是，原来十八户的人家，现在只剩下了八户。烧炭人也只剩下了一个。年轻人都到城里工作去了，白天，这里只剩下了老年人。这部电影是从1980年古屋敷村所遭受的寒流和稻子开始的。	http://movie.douban.com/subject/3086804/	
吉米·亨德里克斯：伍德斯托克现场 Jimi Hendrix: Live at Woodstock	1999	音乐	美国		9.6	312		http://movie.douban.com/subject/1917252/	
